20200207-150622	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20200207-151148	large_str	AddItem[/script/global/playerloginin.lua|main]			0		2471460818	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200207-151148	ItemAdd	2471460818	an	ioNaruto	799		1	808	1765	3044			0		0	0	0	0	CÈm Nang §¹i Sù KiÖn	2	1	30045	1	918153490	2020-02-07 15:11:48	1073676288	1073676288	1073676288	0	-1	-1	-1
20200207-151148	ItemAdd	2471460818	an	ioNaruto	799		1	808	1765	3044			0		0	0	0	0	NguyÖt L­îng Thè luy	2	0	1043	1	2007205627	2020-02-07 15:11:48	1073676288	1073676288	1073676288	0	-1	-1	-1
20200207-151148	ItemAdd	2471460818	an	ioNaruto	799		1	808	1765	3044			0		0	0	0	0	TiÕu ng¹o giang hå l	2	1	30240	1	1179363032	2020-02-07 15:11:48	1073676288	1073676288	1073676288	0	-1	-1	-1
20200207-151148	ItemAdd	2471460818	an	ioNaruto	799		1	808	1765	3044			0		0	0	0	0	Bøc th­ thÇn bÝ	2	0	30052	1	1169628336	2020-02-07 15:11:48	1073676288	1073676288	1073676288	0	-1	-1	-1
20200207-151417	ItemPickUp	Player.PickItem	an	ioNaruto	799		1	504	1326	3165			0		0	0	0	0	DiÖn Sa	2	1	1400	1	2117133158	2020-02-07 15:14:07	0	0	0	0	2	0	7
20200207-151823	ItemAdd	AddItem[NoScript|NoFunc]	an	ioNaruto	799		1	504	1465	3093			0		0	0	0	0	§« ngo¹i trang h¹ y	0	110	221	100	-90141071	2020-02-07 15:18:23	1092231168	1090140160	1074411520	0	-1	-1	-1
20200207-151832	ItemAdd	AddItem[NoScript|NoFunc]	an	ioNaruto	799		1	504	1452	3099			0		0	0	0	0		0	111	221	0	-1350196554	2020-02-07 15:18:32	1092231168	1090140160	1074411520	0	-1	-1	-1
20200207-151838	ItemAdd	AddItem[NoScript|NoFunc]	an	ioNaruto	799		1	504	1452	3099			0		0	0	0	0	ChiÕn ý phôc	0	101	221	200	-1342415770	2020-02-07 15:18:38	1092231168	1090140160	1074411520	0	-1	-1	-1
20200207-151851	ItemAdd	AddItem[NoScript|NoFunc]	an	ioNaruto	799		1	504	1452	3099			0		0	0	0	0	Thµnh §« Th­îng y ng	0	109	491	100	-1438975783	2020-02-07 15:18:51	1092231168	1090140160	1074411520	0	-1	-1	-1
20200207-151905	ItemAdd	AddItem[NoScript|NoFunc]	an	ioNaruto	799		1	504	1455	3118			0		0	0	0	0	Thµnh §« Th­îng y ng	0	109	491	100	716928829	2020-02-07 15:19:05	1092231168	1090140160	1074411520	0	-1	-1	-1
20200207-151938	large_str	AddItem[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|Get_L_UHS]			0		1783435142	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200207-151938	ItemAdd	1783435142	an	ioNaruto	799		1	504	1455	3113			0		0	0	0	0	Liªu_Uy Hæ Nguyªn So	0	103	20752	360	956441843	2020-02-07 15:19:38	946999387	949817250	27137393	15	-1	-1	-1
20200207-151938	ItemAdd	1783435142	an	ioNaruto	799		1	504	1455	3113			0		0	0	0	0	Liªu_Uy Hæ Nguyªn So	0	101	20752	360	287665712	2020-02-07 15:19:38	947001066	949815656	27203522	15	-1	-1	-1
20200207-151938	ItemAdd	1783435142	an	ioNaruto	799		1	504	1455	3113			0		0	0	0	0	Liªu_Uy Hæ Nguyªn So	0	100	20752	360	-1781301519	2020-02-07 15:19:38	947000263	949816099	27267111	15	-1	-1	-1
