20200105-092858	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20200105-093047	large_str	AddItem[/script/global/playerloginin.lua|main]			0		2471460818	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200105-093047	ItemAdd	2471460818	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	S­ §å ThiÕp	2	1	587	1	-1165678983	2020-01-05 09:30:47	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-093047	ItemAdd	2471460818	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	CÈm Nang §¹i Sù KiÖn	2	1	30045	1	1627647659	2020-01-05 09:30:47	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-093047	ItemAdd	2471460818	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	NguyÖt L­îng Thè luy	2	0	1043	1	-483304376	2020-01-05 09:30:47	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-093047	ItemAdd	2471460818	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	TiÕu ng¹o giang hå l	2	1	30240	1	1918241842	2020-01-05 09:30:47	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-093047	large_str	AddItem[/script/misc/observer/observer.lua|NoFunc]			0		207423358	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200105-093047	ItemAdd	207423358	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	EoPi Noriko	2	1	30644	1	362963099	2020-01-05 09:30:47	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-093059	large_str	AddItem[/script/global/playerloginin.lua|_never_show_login_message]			0		1866858960	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200105-093059	ItemAdd	1866858960	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	Tñ ¸o Thiªn BiÕn TiÕ	2	1	30494	1	-2139825928	2020-01-05 09:30:59	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-093104	ItemAdd	AddItem[NoScript|NoFunc]	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	TÈy T©m Th¹ch cÊp 4	2	1	30524	1	-1621077406	2020-01-05 09:31:04	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-093219	ItemAdd	AddItem[NoScript|NoFunc]	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	Hoa Sen Xanh-Rùc Rì	0	105	30143	2500	-567363957	2020-01-05 09:32:19	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-093227	ItemAdd	AddItem[NoScript|NoFunc]	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	TÇn ChiÕn Xa-Rùc Rì	0	105	30144	2500	-321189464	2020-01-05 09:32:27	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-093233	ItemAdd	AddItem[NoScript|NoFunc]	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	DiÒu Bay-Rùc Rì	0	105	30145	2500	2135536073	2020-01-05 09:32:33	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-093240	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	S­ §å ThiÕp	2	1	587	1	-1165678983	2020-01-05 09:30:47	1073676288	1073676288	1073676288	0	2	0	0
20200105-093240	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	CÈm Nang §¹i Sù KiÖn	2	1	30045	1	1627647659	2020-01-05 09:30:47	1073676288	1073676288	1073676288	0	2	1	0
20200105-093240	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	NguyÖt L­îng Thè luy	2	0	1043	1	-483304376	2020-01-05 09:30:47	1073676288	1073676288	1073676288	0	2	2	0
20200105-093240	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	TiÕu ng¹o giang hå l	2	1	30240	1	1918241842	2020-01-05 09:30:47	1073676288	1073676288	1073676288	0	2	3	0
20200105-093240	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	EoPi Noriko	2	1	30644	1	362963099	2020-01-05 09:30:47	1073676288	1073676288	1073676288	0	2	4	0
20200105-093240	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	Tñ ¸o Thiªn BiÕn TiÕ	2	1	30494	1	-2139825928	2020-01-05 09:30:59	1073676288	1073676288	1073676288	0	2	0	1
20200105-093240	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	TÈy T©m Th¹ch cÊp 4	2	1	30524	1	-1621077406	2020-01-05 09:31:04	1073676288	1073676288	1073676288	0	2	1	1
20200105-093240	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	Hoa Sen Xanh-Rùc Rì	0	105	30143	2500	-567363957	2020-01-05 09:32:19	1073676288	1073676288	1073676288	0	2	2	1
20200105-093240	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	TÇn ChiÕn Xa-Rùc Rì	0	105	30144	2500	-321189464	2020-01-05 09:32:27	1073676288	1073676288	1073676288	0	2	3	1
20200105-093240	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	DiÒu Bay-Rùc Rì	0	105	30145	2500	2135536073	2020-01-05 09:32:33	1073676288	1073676288	1073676288	0	2	4	1
20200105-093240	large_str	AddItem[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|ClearBagAllItem]			0		1216436836	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200105-093240	ItemAdd	1216436836	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	EoPi Noriko	2	1	30644	1	-1613960642	2020-01-05 09:32:40	1073676288	1073676288	1073676288	0	-1	-1	-1
