20200105-230746	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20200105-230930	large_str	AddItem[/script/global/playerloginin.lua|main]			0		2471460818	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200105-230930	ItemAdd	2471460818	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	CÈm Nang §¹i Sù KiÖn	2	1	30045	1	1959563789	2020-01-05 23:09:30	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-230930	ItemAdd	2471460818	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	NguyÖt L­îng Thè luy	2	0	1043	1	1342805714	2020-01-05 23:09:30	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-230930	ItemAdd	2471460818	tinykidpro	demooooooooo	1		1	300	1637	3551			0		0	0	0	0	TiÕu ng¹o giang hå l	2	1	30240	1	-1811507572	2020-01-05 23:09:30	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-230947	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	1		1	300	1635	3560			0		0	0	0	0	EoPi Noriko	2	1	30644	1	-1613960642	2020-01-05 09:32:40	1073676288	1073676288	1073676288	0	2	0	0
20200105-230947	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	1		1	300	1635	3560			0		0	0	0	0	CÈm Nang §¹i Sù KiÖn	2	1	30045	1	1959563789	2020-01-05 23:09:30	1073676288	1073676288	1073676288	0	2	2	0
20200105-230947	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	1		1	300	1635	3560			0		0	0	0	0	NguyÖt L­îng Thè luy	2	0	1043	1	1342805714	2020-01-05 23:09:30	1073676288	1073676288	1073676288	0	2	3	0
20200105-230947	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	1		1	300	1635	3560			0		0	0	0	0	TiÕu ng¹o giang hå l	2	1	30240	1	-1811507572	2020-01-05 23:09:30	1073676288	1073676288	1073676288	0	2	4	0
20200105-230947	large_str	AddItem[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|ClearBagAllItem]			0		1216436836	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200105-230947	ItemAdd	1216436836	tinykidpro	demooooooooo	1		1	300	1635	3560			0		0	0	0	0	EoPi Noriko	2	1	30644	1	170894713	2020-01-05 23:09:47	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-231115	ItemAdd	2471460818	tinykidpro	demooooooooo	799		1	300	1635	3560			0		0	0	0	0	CÈm Nang §¹i Sù KiÖn	2	1	30045	1	1810001465	2020-01-05 23:11:15	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-231115	ItemAdd	2471460818	tinykidpro	demooooooooo	799		1	300	1635	3560			0		0	0	0	0	NguyÖt L­îng Thè luy	2	0	1043	1	-1645920422	2020-01-05 23:11:15	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-231115	ItemAdd	2471460818	tinykidpro	demooooooooo	799		1	300	1635	3560			0		0	0	0	0	TiÕu ng¹o giang hå l	2	1	30240	1	-305973021	2020-01-05 23:11:15	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-231115	ItemAdd	2471460818	tinykidpro	demooooooooo	799		1	300	1635	3560			0		0	0	0	0	Bøc th­ thÇn bÝ	2	0	30052	1	734246112	2020-01-05 23:11:15	1073676288	1073676288	1073676288	0	-1	-1	-1
20200105-231145	large_str	AddItem[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|Get_YaoYang_15]			0		2658419126	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200105-231145	ItemAdd	2658419126	tinykidpro	demooooooooo	799		1	300	1645	3564			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3190	100	-68876713	2020-01-05 23:11:45	42285461	55250393	55190745	0	-1	-1	-1
20200105-231145	ItemAdd	2658419126	tinykidpro	demooooooooo	799		1	300	1645	3564			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3191	100	1062120036	2020-01-05 23:11:45	42483296	55249350	55190369	0	-1	-1	-1
20200105-231145	ItemAdd	2658419126	tinykidpro	demooooooooo	799		1	300	1645	3564			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3192	100	1247500853	2020-01-05 23:11:45	42612807	55250587	55190825	0	-1	-1	-1
20200105-231145	ItemAdd	2658419126	tinykidpro	demooooooooo	799		1	300	1645	3564			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3193	100	136996890	2020-01-05 23:11:45	42549072	55249651	55191248	0	-1	-1	-1
20200105-231145	ItemAdd	2658419126	tinykidpro	demooooooooo	799		1	300	1645	3564			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3194	100	-1935810397	2020-01-05 23:11:45	42416591	55249554	55190051	0	-1	-1	-1
20200105-231145	ItemAdd	2658419126	tinykidpro	demooooooooo	799		1	300	1645	3564			0		0	0	0	0	DiÖu D­¬ng-Tª V©n Ti	0	100	3189	250	-338950240	2020-01-05 23:11:45	852237254	55913491	42481763	15	-1	-1	-1
20200105-231145	ItemAdd	2658419126	tinykidpro	demooooooooo	799		1	300	1645	3564			0		0	0	0	0	DiÖu D­¬ng-Tª V©n Ti	0	101	3189	200	-1026729695	2020-01-05 23:11:45	852232690	852631505	42417918	15	-1	-1	-1
20200105-231145	ItemAdd	2658419126	tinykidpro	demooooooooo	799		1	300	1645	3564			0		0	0	0	0	DiÖu D­¬ng-Tª V©n Ti	0	103	3189	200	64511606	2020-01-05 23:11:45	18098018	852495092	42285202	15	-1	-1	-1
20200105-231145	ItemAdd	2658419126	tinykidpro	demooooooooo	799		1	300	1645	3564			0		0	0	0	0	DiÖu D­¬ng-Tª V©n Ti	0	13	9010	300	-1325209809	2020-01-05 23:11:45	55777352	42481870	55385562	15	-1	-1	-1
20200105-231203	ItemAdd	IBShop	tinykidpro	demooooooooo	799		1	300	1645	3564			0		0	0	0	0	ThÇn hµnh b¶o ®iÓn	0	200	40	1000	1407223131	2020-01-05 23:12:03	0	0	0	0	2	2	1
20200105-231228	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	799		1	150	1635	3139			0		0	0	0	0	EoPi Noriko	2	1	30644	1	170894713	2020-01-05 23:09:47	1073676288	1073676288	1073676288	0	2	0	0
20200105-231228	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	799		1	150	1635	3139			0		0	0	0	0	CÈm Nang §¹i Sù KiÖn	2	1	30045	1	1810001465	2020-01-05 23:11:15	1073676288	1073676288	1073676288	0	2	1	0
20200105-231228	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	799		1	150	1635	3139			0		0	0	0	0	NguyÖt L­îng Thè luy	2	0	1043	1	-1645920422	2020-01-05 23:11:15	1073676288	1073676288	1073676288	0	2	2	0
20200105-231228	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	799		1	150	1635	3139			0		0	0	0	0	TiÕu ng¹o giang hå l	2	1	30240	1	-305973021	2020-01-05 23:11:15	1073676288	1073676288	1073676288	0	2	3	0
20200105-231228	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	799		1	150	1635	3139			0		0	0	0	0	Bøc th­ thÇn bÝ	2	0	30052	1	734246112	2020-01-05 23:11:15	1073676288	1073676288	1073676288	0	2	4	0
20200105-231228	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	799		1	150	1635	3139			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3190	100	-68876713	2020-01-05 23:11:45	42285461	55250393	55190745	0	2	0	1
20200105-231228	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	799		1	150	1635	3139			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3191	100	1062120036	2020-01-05 23:11:45	42483296	55249350	55190369	0	2	1	1
20200105-231228	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	799		1	150	1635	3139			0		0	0	0	0	ThÇn hµnh b¶o ®iÓn	0	200	40	995	1407223131	2020-01-05 23:12:03	0	0	0	0	2	2	1
20200105-231228	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	799		1	150	1635	3139			0		0	0	0	0	Phong S­¬ng KiÕm-Rùc	0	105	30189	2500	-1748266253	2020-01-05 09:32:59	1073676288	1073676288	1073676288	0	2	3	1
20200105-231228	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	799		1	150	1635	3139			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3194	100	-1935810397	2020-01-05 23:11:45	42416591	55249554	55190051	0	2	4	1
20200105-231228	ItemConsume	ClearItemInPos	tinykidpro	demooooooooo	799		1	150	1635	3139			0		0	0	0	0	HiÖp ThiÕu kiÕm	0	2	14	70	0	1970-01-01 08:00:00	0	0	0	0	2	3	2
20200105-231228	ItemAdd	1216436836	tinykidpro	demooooooooo	799		1	150	1635	3139			0		0	0	0	0	EoPi Noriko	2	1	30644	1	1236444769	2020-01-05 23:12:28	1073676288	1073676288	1073676288	0	-1	-1	-1
