20200208-022208	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20200208-022258	large_str	AddItem[/script/global/playerloginin.lua|main]			0		2471460818	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200208-022258	ItemAdd	2471460818	thu1	aqqqqqq	1		1	300	1637	3551			0		0	0	0	0	S≠ ßÂ Thi’p	2	1	587	1	-315665416	2020-02-08 02:22:58	1073676288	1073676288	1073676288	0	-1	-1	-1
20200208-022258	ItemAdd	2471460818	thu1	aqqqqqq	1		1	300	1637	3551			0		0	0	0	0	C»m Nang ßπi S˘ Ki÷n	2	1	30045	1	227219780	2020-02-08 02:22:58	1073676288	1073676288	1073676288	0	-1	-1	-1
20200208-022258	ItemAdd	2471460818	thu1	aqqqqqq	1		1	300	1637	3551			0		0	0	0	0	Nguy÷t L≠Óng ThË luy	2	0	1043	1	-1802082802	2020-02-08 02:22:58	1073676288	1073676288	1073676288	0	-1	-1	-1
20200208-022258	ItemAdd	2471460818	thu1	aqqqqqq	1		1	300	1637	3551			0		0	0	0	0	Ti’u ngπo giang hÂ l	2	1	30240	1	-592463878	2020-02-08 02:22:58	1073676288	1073676288	1073676288	0	-1	-1	-1
20200208-022258	large_str	AddItem[/script/misc/observer/observer.lua|NoFunc]			0		207423358	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200208-022258	ItemAdd	207423358	thu1	aqqqqqq	1		1	300	1637	3551			0		0	0	0	0	GM Item	2	1	30644	1	-691882493	2020-02-08 02:22:58	1073676288	1073676288	1073676288	0	-1	-1	-1
20200208-022259	large_str	AddItem[/script/global/playerloginin.lua|_never_show_login_message]			0		1866858960	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200208-022259	ItemAdd	1866858960	thu1	aqqqqqq	1		1	300	1637	3551			0		0	0	0	0	TÒ ∏o Thi™n Bi’n Ti’	2	1	30494	1	1777662849	2020-02-08 02:22:59	1073676288	1073676288	1073676288	0	-1	-1	-1
20200208-022308	ItemConsume	ClearItemInPos	thu1	aqqqqqq	1		1	300	1640	3555			0		0	0	0	0	S≠ ßÂ Thi’p	2	1	587	1	-315665416	2020-02-08 02:22:58	1073676288	1073676288	1073676288	0	2	0	0
20200208-022308	ItemConsume	ClearItemInPos	thu1	aqqqqqq	1		1	300	1640	3555			0		0	0	0	0	C»m Nang ßπi S˘ Ki÷n	2	1	30045	1	227219780	2020-02-08 02:22:58	1073676288	1073676288	1073676288	0	2	1	0
20200208-022308	ItemConsume	ClearItemInPos	thu1	aqqqqqq	1		1	300	1640	3555			0		0	0	0	0	Nguy÷t L≠Óng ThË luy	2	0	1043	1	-1802082802	2020-02-08 02:22:58	1073676288	1073676288	1073676288	0	2	2	0
