20240624-223229	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20240624-223629	ItemPickUp	Player.PickItem	kan	Jx2iiTieuKan	799		4	205	1595	2885			0		0	0	0	0	§u«i thá	2	1	2	4	-899380322	2024-06-24 22:36:22	0	0	0	0	2	2	2
20240624-223633	ItemPickUp	Player.PickItem	kan	Jx2iiTieuKan	799		5	205	1582	2878			0		0	0	0	0	§u«i thá	2	1	2	5	-899380322	2024-06-24 22:36:22	0	0	0	0	2	2	2
20240624-223653	ItemPickUp	Player.PickItem	kan	Jx2iiTieuKan	799		6	205	1647	2919			0		0	0	0	0	§u«i thá	2	1	2	6	-899380322	2024-06-24 22:36:22	0	0	0	0	2	2	2
20240624-223654	ItemPickUp	Player.PickItem	kan	Jx2iiTieuKan	799		7	205	1643	2915			0		0	0	0	0	§u«i thá	2	1	2	7	-899380322	2024-06-24 22:36:22	0	0	0	0	2	2	2
20240624-223703	ItemPickUp	Player.PickItem	kan	Jx2iiTieuKan	799		8	205	1673	2913			0		0	0	0	0	§u«i thá	2	1	2	8	-899380322	2024-06-24 22:36:22	0	0	0	0	2	2	2
20240624-223705	ItemPickUp	Player.PickItem	kan	Jx2iiTieuKan	799		9	205	1674	2911			0		0	0	0	0	§u«i thá	2	1	2	9	-899380322	2024-06-24 22:36:22	0	0	0	0	2	2	2
20240624-223706	ItemPickUp	Player.PickItem	kan	Jx2iiTieuKan	799		10	205	1677	2917			0		0	0	0	0	§u«i thá	2	1	2	10	-899380322	2024-06-24 22:36:22	0	0	0	0	2	2	2
20240624-223742	ItemConsume	ExpendIdx	kan	Jx2iiTieuKan	799		10	200	1495	2967			0		0	0	0	0	§u«i thá	2	1	2	10	-899380322	2024-06-24 22:36:22	0	0	0	0	2	2	2
20240624-223806	large_str	AddItem[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|Get_L_UHT]			0		1783496572	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20240624-223806	ItemAdd	1783496572	kan	Jx2iiTieuKan	799		1	200	1494	2957			0		0	0	0	0	Liªu_Uy Hæ T­íng Qu©	0	103	20688	360	-223981352	2024-06-24 22:38:06	946999001	952240827	947128459	15	-1	-1	-1
20240624-223806	ItemAdd	1783496572	kan	Jx2iiTieuKan	799		1	200	1494	2957			0		0	0	0	0	Liªu_Uy Hæ T­íng Qu©	0	101	20688	360	1746984121	2024-06-24 22:38:06	946998031	952240166	947194030	15	-1	-1	-1
20240624-223806	ItemAdd	1783496572	kan	Jx2iiTieuKan	799		1	200	1494	2957			0		0	0	0	0	Liªu_Uy Hæ T­íng Qu©	0	100	20688	360	219108334	2024-06-24 22:38:06	946998880	952241554	947260805	15	-1	-1	-1
20240624-223806	ItemAdd	1783496572	kan	Jx2iiTieuKan	799		1	200	1494	2957			0		0	0	0	0	Liªu_Uy Hæ T­íng Qu©	0	102	10648	100	-1078264825	2024-06-24 22:38:06	946998684	947391665	947653766	15	-1	-1	-1
20240624-223806	ItemAdd	1783496572	kan	Jx2iiTieuKan	799		1	200	1494	2957			0		0	0	0	0	Liªu_Uy Hæ T­íng Qu©	0	102	10712	100	963216852	2024-06-24 22:38:06	946998300	947391427	856302923	15	-1	-1	-1
20240624-223806	ItemAdd	1783496572	kan	Jx2iiTieuKan	799		1	200	1494	2957			0		0	0	0	0	Liªu_Uy Hæ T­íng Qu©	0	102	10776	100	-105243035	2024-06-24 22:38:06	946998517	947392462	856368041	15	-1	-1	-1
