route	rank	name	point	zige_point	level	totlewin	totlelose	weekwin	weeklose
2	84	08*izMiroslavKlose	330	0	96	25	10	7	3
2	85	91*1stCÇn1§iÕuThuèc	266	0	96	15	6	14	6
2	86	14*§éngVËtQuýHiÕm	175	0	96	1	5	1	5
2	87	35*zZzCauDoGiaZz	325	0	94	30	10	5	4
2	88	89*oIoNhiepPhongoIo	344	0	97	207	159	33	27
2	89	08*IoRuaLaoGia	370	0	92	46	17	8	1
2	90	23*IzAlejandro	232	0	96	46	41	28	30
2	91	09*IzoKeoLacS2	323	0	95	29	15	15	12
2	92	16*xxxxHxxx	340	0	99	27	14	20	12
2	93	03*DatMaDao	225	0	95	25	24	4	5
2	94	12*wwDanhBuLonww	272	0	99	31	22	6	4
2	95	02*iMrChaien	333	0	96	84	60	6	3
2	96	02*C«ngAnTh«n	277	0	99	19	9	11	7
2	97	04*HaChanThien913	236	0	96	10	5	10	5
3	1	03*iAEzRaindropCZ	423	300	98	88	33	16	9
3	2	09*iKenSoCiu	407	285	99	79	35	14	6
3	3	08*iiHDx981	390	270	94	188	143	24	19
3	4	01*ZzALitXangDerZz	389	265	99	104	74	51	44
3	5	03*izG9iiAnonymous	399	260	96	58	14	7	2
3	6	03*o0Kh«ngYªu0o	417	245	96	163	124	54	45
3	7	08*zBJoLocCocDaiSu	383	230	94	106	56	19	14
3	8	03*VIPPoseidon	384	225	98	170	108	25	20
3	9	06*IZkenvin	274	200	98	56	47	5	4
3	10	43*zNongDanChoiVLz	289	200	96	56	44	5	4
3	11	50*TonBaoLong	318	200	98	92	60	4	5
3	12	33*zTLzizTungJun	331	200	99	70	49	14	13
3	13	35*TLTTeLeTeLe	350	200	97	72	51	17	15
3	14	90*TruyÒnThuyÕtTLT	310	200	94	51	40	6	8
3	15	13*0o0DnINOMAX0o0	323	200	98	192	153	15	13
3	16	14*ZaTruTri	355	200	99	246	203	43	37
3	17	32*zzMrTrung	329	200	96	93	70	6	4
3	18	22*iSvLaHanDayXeBo	363	200	89	82	42	6	3
3	19	23*oITraiNuiCoDonIo	285	200	98	42	30	4	5
3	20	63*ABCzToiYeuz76	277	190	99	44	36	5	6
3	21	25*QuatarKill	287	190	99	79	67	10	8
3	22	50*73zHiIamDauTroc	359	190	98	91	64	14	11
3	23	04*zIzLoveAlice	305	190	95	65	46	8	4
3	24	68*MTzVoDanhTang	303	190	95	47	33	12	9
3	25	15*StickMan	318	190	99	89	71	5	4
3	26	07*xMêBeo	350	190	97	53	27	6	3
3	27	12*zxTaT0nxz	272	190	98	63	55	18	18
3	28	16*tamquocchi	344	185	99	85	58	12	6
3	29	35*1StzTroVeCatBuiz	281	180	98	47	39	6	7
3	30	24*HLo0oKzZ110i	308	180	92	123	106	12	12
3	31	09*CoGiaoThaoVN	359	180	98	165	128	45	39
3	32	02*o0TLTdalat0o	320	180	97	107	82	6	6
3	33	09*iliYugoS2Yuri	382	180	97	68	35	8	1
3	34	07*DauTroCxx9Cham	341	175	97	88	62	7	5
3	35	03*TLTNo1ThanhNam	373	175	99	300	253	22	14
3	36	16*MrGaoVang	318	175	96	37	20	7	6
3	37	20*JenyFerTuyÕt§ªm	327	175	97	71	51	6	3
3	38	33*zCamTruongCaSaz	280	175	97	45	33	3	6
3	39	01*93HyKonGaNay	298	175	99	69	57	6	4
3	40	50*oZoCanhSat113oZo	302	175	98	50	36	5	4
3	41	20*MrNo1ThanhNam	350	175	99	277	239	29	27
3	42	90*IoTunBD	302	175	95	88	90	12	12
3	43	33*GxKyTaiDongGach	311	175	98	120	103	6	7
3	44	09*S2AnhEm	312	170	96	70	50	13	14
3	45	02*zTLzTungJun	373	170	99	63	38	7	2
3	46	32*iiXchinsuXiiTLT	272	170	95	36	28	6	3
3	47	08*ooAnh6	343	165	95	308	247	59	57
3	48	07*KcvPervertMonk	287	165	98	62	50	5	5
3	49	24*iSGxzHoTeliNet	285	165	93	51	41	6	3
3	50	50*QuanNgùThien	275	165	95	71	63	7	10
3	51	15*i37zTruiLuiDaiSu	385	160	94	57	23	19	10
3	52	03*AEzMytusCZ	363	155	99	50	27	24	19
3	53	33*ThieuLam3G	302	155	99	21	12	8	1
3	54	16*m0tphatl3t	281	155	95	76	57	6	4
3	55	07*S2FoReVer	303	150	99	52	40	5	4
3	56	09*oS2oAnMinh	304	150	97	102	82	10	11
3	57	08*Th¸iS¬nB¾c§Èu	285	145	99	281	256	26	28
3	58	03*iIiMarky	275	140	99	45	38	4	5
3	59	20*S2oMyLifeLonely	292	140	95	51	41	5	4
3	60	02*xzHoangDiepzx	290	140	96	38	25	7	2
3	61	08*iS2iDongDong	328	130	99	64	52	13	9
3	62	02*oHoBOVOTUIoHo	297	130	96	79	65	15	9
3	63	19*MrMaCaRong	311	100	96	39	27	6	7
3	64	20*iKenPlus95	365	100	99	56	27	6	3
3	65	39*zzzKaRaOKezzz	348	100	97	85	66	57	53
3	66	17*NhiuDinhPro	317	100	97	58	40	27	25
3	67	12*IzDauTr0cVuotKeo	316	100	96	92	84	7	5
3	68	24*QfxxMaria0zawa	382	100	99	41	15	11	6
3	69	39*CöuKiÕmNhÊtKÝch	319	100	99	68	47	20	20
3	70	89*NoiAyTaTimVe	263	100	98	31	23	4	5
3	71	89*ZzCaSaVoDoiZzoo	284	100	99	65	53	6	4
3	72	01*TLTxxQuªn§iEm	319	90	98	48	27	17	15
3	73	43*sWonBin	274	90	94	18	11	5	4
3	74	23*VampireDiaries	276	90	98	73	62	8	6
3	75	16*ooForeverAlone	320	90	97	70	49	14	12
3	76	19*toanthangai1	295	90	93	34	26	5	4
3	77	39*GDzZx2CaSa	294	90	94	60	42	4	5
3	78	89*CoDonMinhAnhKr	258	90	98	15	8	6	3
3	79	17*S2z§¹iS­MªG¸izZ	264	90	96	36	28	6	3
3	80	90*JAVoChÝpCuång	256	90	94	48	40	3	6
3	81	06*VuaPKSUTHUC	278	90	99	71	62	6	3
3	82	16*SoDaCoCa	316	85	99	51	30	8	6
3	83	24*zS2zKhongCamXucz	375	85	99	88	57	16	6
3	84	19*zGiaNgheoTcz	301	85	96	70	58	8	1
3	85	35*izLyThienVuongz	339	85	97	27	10	9	5
3	86	08*xTLTxHandSome	314	85	99	44	27	10	8
3	87	39*4oKULLoForever	278	85	95	37	27	5	4
3	88	02*D0oH0agVinho0C	330	85	98	44	27	13	9
3	89	01*ZxLªQuúnhxZ	306	80	99	45	47	8	2
3	90	07*aAaToiCoDon	312	80	99	19	4	7	2
3	91	20*SuperSoi	295	80	96	55	42	4	5
3	92	90*ConNhaGiau	283	80	99	21	14	6	5
3	93	08*oiATK90	319	80	99	134	104	35	30
3	94	50*QfxxCSCD1102	277	80	96	19	10	5	4
3	95	16*Jx2OngBak	393	75	92	73	39	37	24
3	96	50*HToTriThienDaiSu	289	75	95	20	12	5	4
3	97	33*iiBinhThuanNo1	382	75	99	34	11	23	11
3	98	13*s2PzT3H	271	75	93	22	13	6	3
3	99	07*OzTr­îngH­V«z0	270	75	96	19	10	5	4
3	100	20*PhaRaOnII	285	75	98	48	42	3	6
3	101	07*xxx1CuKhoai9	299	75	99	16	4	7	3
3	102	08*xTinhDauTanVox	325	75	98	60	47	6	4
3	103	16*zIzThanhAo	264	70	98	46	36	12	16
3	104	09*1stTroVezMH	278	70	99	71	59	5	4
3	105	24*LightKingGx3	372	65	94	21	3	7	2
3	106	09*o0oAlex	342	65	96	46	51	18	9
3	107	07*zFBCzKhoaiTo17cm	295	65	97	25	22	7	2
3	108	16*DeleteToYes	284	65	94	81	56	6	6
3	109	20*zZHrChi	268	60	90	34	26	5	4
3	110	02*NinePisff	265	60	99	60	53	3	6
3	111	08*TruongHuyen9495	313	60	96	18	4	7	2
3	112	16*iGhostPrince	290	60	99	65	51	7	3
3	113	02*oHuyenThoaiTLTo	276	55	99	25	37	6	6
3	114	08*Leopard47	279	55	97	22	14	11	8
3	115	16*HoaBanXuongNui	254	50	96	28	23	12	6
3	116	02*TjeuNga0GjangH0	273	0	99	22	33	13	7
3	117	03*KMiSieuXayDa	332	0	96	61	40	27	18
3	118	63*ooHamburger	320	0	95	173	124	16	17
3	119	43*S2oLangQuen	266	0	90	20	10	3	7
3	120	08*ChuétNh¾t	278	0	99	26	16	12	13
3	121	26*QBzLegendShaoLin	345	0	98	69	49	21	16
3	122	03*ZzoChienThanozZ	300	0	94	73	53	12	11
3	123	08*IIPontusII	323	0	98	99	79	6	3
3	124	70*iiiCoreI7iii	297	0	98	52	41	18	16
3	125	43*zxCaSazx	274	0	96	24	16	7	2
3	126	12*24hAnhDutVao	280	0	96	65	55	8	7
3	127	07*TLTxNemKoTex	354	0	99	26	10	26	10
3	128	13*ooMrKotexoo	300	0	93	16	7	12	6
3	129	08*OmBomTuSat	272	0	98	86	73	16	17
3	130	25*iiSvTi3uSuPhu	346	0	84	61	33	6	3
3	131	09*AcEzzVLChinSuz	341	0	97	59	41	19	11
3	132	17*NTTUniversity	320	0	96	61	42	33	31
3	133	11*520zWhereDoWeGo	273	0	97	11	2	11	2
3	134	17*zDanChoiNuaMua	302	0	97	56	43	56	43
3	135	15*longcanhdien	268	0	99	35	28	6	3
3	136	04*DoanThienBao	336	0	98	81	51	5	4
3	137	11*KhongCo	305	0	99	26	13	9	9
3	138	68*xXxVuaPhaiHoai	284	0	96	79	74	3	6
3	139	08*iiChiLaQuaKhuTLT	303	0	99	10	0	9	0
3	140	08*iS2oONEvsALL	283	0	94	32	23	9	4
3	141	08*S2oCauBeBuonoS2	275	0	93	15	8	5	4
3	142	43*zS2oONEvsALL	300	0	96	38	27	5	4
3	143	07*IzTiÓuS­PhôzI	270	0	90	20	12	6	3
3	144	02*NguoiKoMangHo	287	0	99	15	6	9	5
3	145	08*llChiLaQuaKhuTLT	316	0	96	53	38	18	14
3	146	32*izNgoiXomCuToHan	302	0	98	61	50	23	21
3	147	03*zHiBoyZin	282	0	90	98	86	5	9
3	148	25*4eziPTAiz2k13	278	0	97	46	33	4	5
3	149	01*tltVIP	276	0	99	30	20	20	16
3	150	20*0oIIIHotVitLono0	280	0	95	39	27	12	15
3	151	09*zHoAngTuMap	300	0	97	54	42	5	6
3	152	33*ZsupperstarZ	273	0	99	8	1	8	1
3	153	02*ixQxTunKMCxQxi	288	0	91	47	51	12	6
3	154	39*zIzQuachTinh	254	0	97	21	16	7	2
4	1	15*iiNDHzBoGia	469	300	99	148	75	20	10
4	2	14*zN4zTizan	439	290	94	240	157	27	17
4	3	03*NVzOngPhonCZ	434	275	99	98	53	19	9
4	4	09*HHoOverLove	399	260	97	124	75	19	14
4	5	90*IIoSutVoTinhTD	394	255	92	166	119	41	32
4	6	35*izG9zFap	405	245	99	161	116	36	28
4	7	03*zIzTanLongMon8	391	230	92	111	72	14	9
4	8	03*zChanSutVoDichz	409	210	98	69	37	18	9
4	9	17*V«H×nhQuyÒn	333	200	99	65	38	6	3
4	10	89*oWAFoPhoXaoGa	340	200	97	111	86	10	8
4	11	32*IoMrTomSoCiu	346	200	99	127	99	10	8
4	12	09*QMzNhokSieuQuay	378	200	99	72	47	10	6
4	13	22*NzGaYeuVit	361	200	98	156	105	7	3
4	14	50*ZzPigGurazzzz	380	200	99	157	106	12	8
4	15	11*HITMANSHAOLlN	373	200	98	65	26	19	13
4	16	19*zHotHayHayHotz	341	190	99	47	28	6	3
4	17	68*xTxxTracLongxLK	350	190	97	82	48	6	3
4	18	07*iiizBadBoy	391	190	97	105	51	19	14
4	19	39*BMTiStupidCatz	355	190	99	150	112	5	4
4	20	07*1stHanhS2Yen	390	190	99	143	88	24	17
4	21	02*iiS2HetRoi	381	190	99	268	219	17	13
4	22	16*IzMrMe0C0n	330	190	99	99	76	11	11
4	23	08*oHHoOverLOVE	394	185	97	104	61	24	17
4	24	20*ixzVoDanhKhach	382	180	95	78	44	20	15
4	25	71*Jx2StingCam	347	180	99	112	82	37	34
4	26	43*iiChuTieuiiPKzz	364	180	99	88	64	20	17
4	27	35*iizMTBeer	357	180	99	60	32	7	4
4	28	23*oIoLongTamoIo	355	180	97	114	81	7	2
4	29	63*zTAzRain	344	180	96	167	140	15	11
4	30	12*iPeTapSut	342	180	99	194	163	32	29
4	31	50*Jx2RedMoon	386	175	99	219	179	33	26
4	32	24*iHBoyCanTien	410	175	99	56	19	12	2
4	33	08*IoLangTuPhieuBac	374	175	99	137	101	31	28
4	34	14*zN4zKaido	376	175	99	128	94	16	10
4	35	14*zN4zCay7Mon	382	175	98	241	210	67	61
4	36	10*TLQQuaKhuBuon	357	175	99	90	66	5	4
4	37	90*DuyPhieuLang	354	175	99	108	78	17	12
4	38	16*zIzlPhulDu	353	175	96	114	93	17	15
4	39	90*KimSmileARS	339	175	99	113	87	4	6
4	40	33*zTzThaoDepTraii	336	175	99	161	125	5	3
4	41	68*zTzChiLaYeuHoyMa	340	170	99	87	55	6	3
4	42	03*Jx2iliKarik	342	170	99	357	303	8	8
4	43	26*zzPkzChiSutVAC	350	170	99	128	96	10	7
4	44	50*Ares1102	420	170	99	55	27	32	22
4	45	08*ZiiSzDaVidPum	377	165	94	69	27	9	5
4	46	15*oS2oTaySoBaVuong	375	165	99	221	181	37	31
4	47	50*zIzRioBuiTranDJ	377	165	99	54	29	8	1
4	48	23*QfxxSocLaSucXX	331	160	99	59	44	7	5
4	49	26*izxCongTuNgheo	340	160	99	82	57	6	3
4	50	20*0zBrunoTV0	372	160	99	85	68	27	21
4	51	24*HHoQuyenCuocft	354	160	99	90	62	8	1
4	52	50*oDJoAmsterdamo	371	160	99	81	53	8	1
4	53	35*TPzGjoVoTjnh	329	155	99	79	59	5	4
4	54	15*iiBvLeeMyHomexx	368	155	99	213	164	18	15
4	55	12*ZzHEINEKENzZ	343	155	99	64	44	19	15
4	56	15*iovzZBoyCalvin	350	155	99	128	89	11	9
4	57	08*14SutToanTruot	340	155	99	121	89	31	29
4	58	12*BmHotelPlaza	332	150	93	78	56	17	15
4	59	43*ssPhongTom	359	150	99	168	139	23	17
4	60	03*Jx2iliOnlyC	352	150	98	220	186	12	9
4	61	08*S2xVuDieuTango	354	150	98	99	69	15	10
4	62	02*IoGodWarZ	332	150	97	230	178	12	8
4	63	06*iConTraiHuyenTu	335	150	99	88	68	6	3
4	64	12*zAnhQuanz	335	145	99	82	59	8	6
4	65	43*zS2NguoiDung	333	140	98	84	68	15	12
4	66	07*iliTinhPhieuBat	348	135	96	62	38	6	4
4	67	35*zziSooJii	330	130	98	127	110	6	3
4	68	68*TzzS2zDocHanh	340	130	99	49	34	6	3
4	69	20*banghaidt123456	330	125	99	224	205	11	9
4	70	12*LizKang	331	120	97	67	52	8	7
4	71	71*zIIxxVitBeo0s	341	100	99	44	27	7	5
4	72	26*ixzTeenSayLak	334	100	99	55	39	8	7
4	73	10*NoBiNoBiTaSan	338	100	99	36	21	6	3
4	74	63*iIxNinJaRua	341	100	95	98	52	5	4
4	75	23*NganNoiNhoDenEm	347	100	98	57	30	6	3
4	76	91*PkoVanNhoEm	335	100	99	149	132	22	23
4	77	20*xIBoyCanTien	372	100	99	44	16	7	4
4	78	24*iifChanCaThot	319	100	99	77	55	4	5
4	79	35*izG9zTroll	373	100	99	103	62	7	4
4	80	35*TPzBongMaDiDong	327	90	99	103	77	6	4
4	81	22*zG69ShockEva	372	90	96	42	16	16	8
4	82	35*iizMTBeerZz	345	90	99	58	36	30	23
4	83	01*oIoozZKrPhieuDu	383	90	97	21	3	11	3
4	84	09*iKSVHoaVanTaThan	349	90	97	34	13	6	3
4	85	19*oIoKenny	320	90	97	57	36	6	3
4	86	16*MyHauVuongOiO	324	90	96	87	65	5	4
4	87	68*iiCuGiaNo1iii	334	90	96	106	71	6	3
4	88	07*XzXThiEnBa0XzX	335	85	98	139	116	20	20
4	89	15*zIzEarlGod	331	85	97	101	82	13	4
4	90	15*iiiVacRachWan	339	85	97	47	15	6	4
4	91	03*iYSLyLionWin	420	85	99	53	10	13	2
4	92	20*oIiiHuyetMaCuoc	337	85	95	54	31	7	4
4	93	17*iZzDaiKadiINOVA	322	85	98	104	91	11	10
4	94	26*xxxTRaiQue	354	85	91	72	41	7	2
4	95	11*o0oDajSuDi3n	323	85	97	71	55	5	4
4	96	71*zII404NotFound	354	85	82	67	45	9	3
4	97	11*IzDuongBaHo	372	85	97	55	17	8	1
4	98	02*U30OngGiaVL2	328	80	99	129	103	22	21
4	99	15*KHxTapCuocVac	323	80	99	82	60	21	19
4	100	13*oNPoHoangAnho	334	80	96	22	7	13	6
4	101	07*zSonTienSinhBn	337	80	99	36	15	5	4
4	102	23*zoanhcuocII	325	75	99	35	21	6	3
4	103	26*KrzQuocLo1A35	347	75	99	59	42	8	4
4	104	39*BMTxDiligentCat	406	75	96	124	89	16	7
4	105	03*zExpectation	344	70	99	73	47	5	4
4	106	02*Ry0nTLQzS2z	371	70	98	138	117	57	50
4	107	07*zTroLaiChonXuaz	350	70	99	150	127	13	9
4	108	04*HHoDracula	332	70	99	21	5	8	1
4	109	12*zCongAnPhuong	326	65	99	108	88	12	10
4	110	08*1PhatSinh2	347	65	98	102	84	6	4
4	111	08*TLQhaitrang	335	60	98	112	100	29	25
4	112	08*FMLzQuanKK	357	60	99	54	35	20	15
4	113	02*zEXPzPhongBa	398	60	96	25	2	25	2
4	114	63*wiwSAMwiw	319	60	97	25	12	8	6
4	115	24*xSMxxThixTuSuong	325	60	96	25	13	7	2
4	116	12*1stTi3uPh0ng	331	55	99	79	60	15	11
4	117	90*Mrben678	323	55	96	34	19	7	2
4	118	07*Jx2DeleteQuaKhu	322	50	98	91	68	5	4
4	119	07*QnHoangTuEchTB	337	50	99	52	33	6	3
4	120	14*izG9iShiRo	336	0	99	98	75	6	3
4	121	03*zHiBoyCanTinh	358	0	95	35	10	7	2
4	122	90*sOsiKey	366	0	94	52	34	10	2
4	123	33*zxQKxzFrieza	340	0	97	102	60	7	2
4	124	43*iizKimYanLee	338	0	94	26	8	12	6
4	125	26*iEXoAresSon	358	0	99	92	71	61	49
4	126	02*zS2zRy0nzS2z	377	0	99	142	113	31	23
4	127	39*BMT1StNguyenTran	330	0	99	38	22	16	14
4	128	24*iiRioS2BuiTrAbDJ	328	0	99	38	25	5	4
4	129	02*GkzGiantBeast	333	0	99	25	11	20	11
4	130	43*zKimYoengNam	390	0	96	31	9	9	3
4	131	16*oSGoHoangKyAnh	328	0	99	38	22	38	22
4	132	32*ooHDooNhiLao	341	0	95	40	26	26	14
4	133	08*zHi2oDoReMy	333	0	99	43	25	6	3
4	134	35*izG9zBeKh0e	362	0	94	49	26	6	3
4	135	03*BHzzNhjnPhaiSok	339	0	98	80	58	5	4
4	136	08*0oKnello0	330	0	96	142	110	8	6
4	137	16*oVzNamxike	331	0	99	37	23	7	2
4	138	33*izZGaTapSutzz	377	0	99	118	60	8	1
4	139	07*oSlgzDarkPrince	340	0	99	43	21	6	3
4	140	13*zzzzzTjnh1Dem	347	0	95	41	24	41	24
4	141	08*FMLzVodkaDivaz	330	0	96	78	59	28	23
4	142	08*xixTraiQue	385	0	90	64	39	9	1
4	143	10*zHoanHonCuocZ	372	0	99	64	44	19	6
4	144	09*iiiiPHONGVANKA	333	0	99	27	13	17	12
4	145	43*zCrazyShock	338	0	99	48	30	18	14
4	146	12*izG9zSoiBuonz	363	0	99	83	48	9	5
4	147	50*Jx2YoMost	345	0	99	63	45	21	17
4	148	26*IIzBoyXiTrum	330	0	99	33	15	6	3
4	149	08*oo0DarK0oo	349	0	99	30	9	7	2
4	150	03*zfZftfZBoyCalvin	338	0	99	103	73	5	4
4	151	24*ifChanCaThot	359	0	99	22	7	17	3
4	152	90*zTsVjSao	331	0	99	41	28	9	0
4	153	02*o0thu4nthi3n0o	325	0	99	58	41	7	2
4	154	07*Jx2GaPKTLQ	329	0	96	87	60	6	3
4	155	11*s2oPhiLongs2o	330	0	99	25	10	8	1
4	156	08*KelvinThang93	344	0	99	49	35	14	8
4	157	08*zAzSaoBangzAz	334	0	98	39	23	13	3
4	158	08*GiaoCauTreEm	346	0	99	113	90	39	32
4	159	16*MrGao§á	330	0	99	61	44	7	2
4	160	03*10DiegoMaradona	325	0	99	31	13	6	3
4	161	03*zMSNzKyNiemBuon	351	0	99	59	38	6	3
4	162	03*izG9iiBeKh0e	353	0	94	42	23	6	3
4	163	12*zQCzzFeeLing	335	0	99	61	42	23	15
4	164	07*zIzKhongPhaiUoc	342	0	99	76	56	19	14
4	165	26*TzzGioLuaQuaKhe	331	0	99	74	48	6	3
4	166	08*0oTOPupLIonAIRo0	323	0	97	59	46	8	6
4	167	16*VoTinhXepHinh	337	0	97	29	14	20	13
4	168	26*zTNzCuGiaPkGa	371	0	96	99	68	8	1
4	169	50*ChimCanhCut	329	0	96	75	60	7	5
4	170	22*KNoGjaPhong	341	0	99	120	97	18	14
4	171	03*zTraiBacLieuz	333	0	97	88	69	6	4
4	172	14*izArceus	333	0	95	58	37	19	15
4	173	33*iGiotzLeSauzx	366	0	96	28	7	10	5
4	174	03*OngGiaLangTuHIV	325	0	99	137	117	5	4
4	175	12*iChangNgocS2TT	320	0	98	78	66	5	4
4	176	01*ByeByeTLQ	326	0	96	16	1	16	1
4	177	12*izG9iJoker	361	0	99	112	83	13	8
4	178	26*iNDHzBoGia	392	0	99	94	54	6	3
4	179	06*xxNhutEuRoxx	322	0	99	41	25	5	4
6	1	15*iovzZBiRain	464	300	98	252	118	15	7
6	2	24*iOsBpMoonXinho0o	430	285	99	106	30	10	4
6	3	14*zN4iKhanhLyio	430	280	98	128	90	20	15
6	4	22*KNoDoccoThichcot	414	275	99	176	105	12	7
6	5	09*AcEzzDocCaNoc	413	255	99	139	85	26	19
6	6	03*Jx2DraculaDkzHQ	407	230	96	120	75	19	13
6	7	15*iovzZPhjTjeu	407	230	99	105	52	9	3
6	8	03*ozMissingYou	410	215	98	86	36	8	1
6	9	25*iSvkUnSAyBiaKen	293	200	97	183	167	7	9
6	10	90*zMocUyenThanh	323	200	99	111	100	10	9
6	11	68*zZLuuNhatPhiZz	342	200	95	310	271	69	68
6	12	16*0IzMaiThaoNhizI0	399	200	97	246	170	8	3
6	13	08*s2NamCungLinh	366	200	98	244	192	36	30
6	14	12*iIoRongPhieuBac	377	200	97	210	154	33	31
6	15	33*KRzoDuongCaoToc	364	200	99	111	57	5	5
6	16	19*S2PhongVanLy	354	200	98	164	134	7	3
6	17	22*ThitXienNuong	348	200	99	269	199	9	2
6	18	71*BVDuongMyAnh	349	200	98	142	120	29	29
6	19	02*36zzzTi3u	355	200	97	68	41	6	3
6	20	07*iiiiiTokbokki	365	200	99	260	196	10	5
