route	rank	name	point	zige_point	level	totlewin	totlelose	weekwin	weeklose
12	24	90*LènLµo	349	100	96	75	45	8	6
12	25	01*thumabu89	370	100	99	58	33	12	10
12	26	26*BoLaoVuTinh	290	100	92	254	233	12	12
12	27	70*x1xKÎV«Dông	301	100	96	59	43	5	4
12	28	89*S2oTamMao	289	100	96	50	38	4	6
12	29	33*ChuonChuonOt	303	100	94	74	56	19	19
12	30	43*§Çu§¸PK	316	90	95	91	59	7	7
12	31	12*CBBzLoveAngel	350	90	96	42	21	8	6
12	32	26*gaihotbd	259	90	95	77	74	14	16
12	33	89*xHNxL0v3N0v3ls	304	90	97	49	36	6	3
12	34	14*ZzzzPeXunzzzZ	282	90	99	29	21	4	5
12	35	50*xuiqua	296	90	97	110	89	7	5
12	36	63*khanhHa	272	90	93	104	95	9	9
12	37	23*quykiensau85	275	90	99	54	47	11	8
12	38	68*zZphungZz1986	311	90	99	111	94	6	6
12	39	39*oO¡nMµySµi§«La	323	90	96	101	70	10	11
12	40	07*zIzNamPink	342	90	98	48	20	7	5
12	41	33*iiiTatNguyen	349	90	97	73	53	7	3
12	42	11*oS2oChillySoS	262	90	97	45	36	3	6
12	43	35*migheruoi	259	90	98	18	16	7	2
12	44	16*DaoHoaTienNu	247	90	95	73	71	17	19
12	45	68*0oZXA2500o0	249	85	96	21	17	5	4
12	46	11*taythidauphu9x	308	85	98	68	54	28	24
12	47	12*AnMayCa0Cap	337	85	98	132	106	6	3
12	48	02*zZzNguyenThong	367	85	98	239	194	15	10
12	49	50*DepZaiVaiDai	286	85	99	77	65	22	17
12	50	43*zzConVitMap	306	85	99	151	135	10	10
12	51	08*ooLinhxuoo	314	85	99	34	19	8	8
12	52	07*AKimTien07	297	85	96	42	29	4	6
12	53	06*emlameone78	302	85	99	76	66	20	18
12	54	90*zxzCBBzNTC	306	85	99	47	34	6	4
12	55	89*zZzCBBzNTC	289	85	99	52	40	4	6
12	56	43*zDolaReturn1102	246	80	97	26	23	4	6
12	57	08*FiDenCasso	252	80	98	66	57	13	19
12	58	12*1stXedienTC	300	80	97	158	138	44	41
12	59	71*zIIKhungbo	291	80	95	50	44	8	2
12	60	06*C¸iBangKïi	259	80	96	74	66	6	3
12	61	11*VbonusCBB	272	80	91	93	78	34	30
12	62	15*xChanhChuax	415	80	98	257	177	13	6
12	63	04*NVDMinotaur	282	80	99	55	44	8	1
12	64	07*zKÖzBèzzz	256	80	99	44	34	4	5
12	65	02*oS2oMrTamSoCiu	292	75	92	50	38	9	5
12	66	12*zNeverlovez2	308	75	97	69	55	5	4
12	67	03*sHUG¤s	368	75	98	92	55	11	7
12	68	07*InternetExpIorer	258	75	99	86	76	12	11
12	69	90*ARNiWhyNotMe	256	75	99	70	59	9	9
12	70	12*zGietzNQV	290	70	99	32	26	7	2
12	71	08*XxChienLangxX	268	70	96	69	54	3	6
12	72	07*iHanKyLong	412	70	85	138	82	36	21
12	73	02*HaiTacVipPro	261	70	98	62	54	11	13
12	74	08*zIVSzCBB6789	329	65	99	25	10	13	9
12	75	03*dacaubong184	305	65	99	159	134	16	15
12	76	08*UmXiLaBumXeo	305	60	99	54	41	20	18
12	77	63*zMozillaFirefox	404	60	95	180	98	15	7
12	78	03*oLucKyBaByo	269	60	98	70	60	13	17
12	79	12*BanQuanCCCBB	252	60	96	24	25	7	4
12	80	02*zTieuThuHoDinhz	248	60	99	101	100	8	4
12	81	07*Motgayhoithanh	253	55	97	65	60	7	2
12	82	39*SRILYS	251	0	95	7	2	7	2
12	83	08*wD­¬ngBµiPhongw	305	0	97	13	3	12	2
12	84	90*BigZero	260	0	96	52	44	9	9
12	85	08*IIBuBinhII	328	0	97	25	5	8	4
12	86	02*zIzthanhluan525	329	0	99	14	2	14	2
12	87	17*zIzAlexNga	269	0	99	55	46	7	6
12	88	08*FullLouis	303	0	99	33	25	10	4
12	89	02*nguyenkhanhly	375	0	98	42	13	14	8
12	90	03*DamDamSuTi	292	0	97	81	66	4	5
12	91	91*xPh¸Thiªn	293	0	95	19	10	7	2
12	92	90*bbHongThatCongdd	271	0	98	32	25	6	10
12	93	03*oooBabyBluezzz	366	0	98	34	14	17	11
12	94	12*oCafeTraHinh	266	0	96	26	27	5	4
12	95	06*S2o1BongYTien	284	0	99	32	22	5	4
12	96	39*X0TonNgoKhong0X	253	0	96	53	47	4	6
12	97	17*nguyenxuanloc70	249	0	99	15	10	15	10
12	98	01*SoHXinhoS	253	0	99	7	2	7	2
12	99	70*KeHuyDiet79	286	0	98	19	9	19	9
12	100	03*ZzCBBTuyetNhizZ	347	0	93	34	19	6	3
12	101	91*IzSãiTr¾ng	253	0	96	9	4	9	4
12	102	06*1zzkieuphongzz	263	0	99	8	1	8	1
12	103	13*IvLanXjnhvI	280	0	99	11	3	6	3
12	104	90*oOo¡nMµy7nóI	255	0	92	24	18	18	14
12	105	71*zIIl0v3k3nz	243	0	97	7	2	7	2
12	106	89*TruyenNhanCbb	248	0	99	21	14	9	3
12	107	10*o0FallingDown0o	238	0	98	65	56	2	7
12	108	06*CHUNGHIA2014	273	0	99	28	21	20	19
12	109	32*Junes03	254	0	99	36	36	5	3
12	110	71*S2xMissMoonxS2	268	0	99	9	3	9	3
12	111	14*DaiKaQ	282	0	94	29	22	22	19
12	112	20*DreamII	276	0	99	8	1	8	1
12	113	71*cotinduockhongem	261	0	99	10	4	10	4
12	114	01*ClickzZzzz1	358	0	97	31	9	8	2
12	115	02*denhatCBB	252	0	99	40	38	5	6
12	116	26*KRzQuanLaoDaizzz	323	0	99	78	50	12	10
12	117	90*IIoMapVoTinhX3	265	0	98	8	2	8	2
12	118	13*zIIxRanDyon	282	0	99	21	10	21	10
12	119	90*ThucUyen	254	0	98	9	11	7	2
12	120	90*CBBzV­¬ng9x	310	0	96	16	5	10	5
12	121	90*zNetHTziBestLove	317	0	92	76	59	22	18
12	122	15*ZzMoonLightZ	303	0	93	37	26	13	11
12	123	02*zBigZerox	328	0	96	43	25	10	6
12	124	23*zChanThien090zZ	314	0	94	19	6	7	4
12	125	35*ZzRestOfCornWin	294	0	98	36	27	36	27
12	126	68*ZxNhanDaiCaxZ	256	0	97	7	2	7	2
12	127	63*o0MeoLuoi0o	251	0	99	13	6	13	6
12	128	90*zIzBoy	249	0	99	25	18	5	4
12	129	12*zFirstGoodz	249	0	99	8	4	5	4
12	130	09*AnhKiet78200	278	0	96	35	25	5	4
12	131	43*IzQuanlaodai	373	0	99	65	40	15	8
12	132	03*S2oApologise	245	0	99	13	7	6	3
12	133	71*Keocholuumanh	253	0	97	7	2	7	2
12	134	10*SSS000SSS	360	0	95	27	8	27	8
14	1	24*zS2zSadForeverz	524	200	99	382	233	28	11
14	2	15*0oVuaPKzRAMBOz	483	190	99	389	248	30	19
14	3	33*KRccDaiBoRao	481	185	98	291	192	25	15
14	4	03*Jx2iiPhjeuBat	477	180	99	521	332	25	20
14	5	08*TTMaiPhuongVDK	441	170	99	353	266	25	16
14	6	17*zAlexTrungz	439	165	99	190	115	12	5
14	7	08*FangShou	448	160	94	52	10	9	0
14	8	08*N4mHi3pVoDang	430	150	98	207	131	50	42
14	9	50*oS2oZeusAT	426	145	98	182	106	21	12
14	10	03*xxChauGiangVDKxx	423	140	99	66	23	17	10
14	11	90*NhãkCon	319	100	92	56	37	7	7
14	12	07*contraidatau	397	100	96	79	50	10	7
14	13	39*Ch©nNh©nTiÓuYªu	411	100	96	42	9	8	2
14	14	68*IxThienNhi	366	100	96	64	34	6	3
14	15	22*TPxMrTyDAVx	388	100	99	76	56	11	7
14	16	26*zzAiHaneda	374	100	97	52	27	7	4
14	17	50*ijKeo502	380	100	98	83	37	9	6
14	18	71*NongDanzSzVoCam	378	100	99	76	39	7	2
14	19	04*o1zRuaThieuGia	329	100	98	38	23	6	6
14	20	32*ooJune	335	100	99	84	55	6	3
14	21	15*NongDanVoCamzSz	355	100	99	86	41	9	2
14	22	33*oTBoMrKentxxx	357	100	99	128	87	13	10
14	23	35*iizzHanhPhucAo	377	100	97	77	31	7	4
14	24	16*1StzNguCozst	409	100	95	185	128	39	27
14	25	12*1stMinhTam	363	100	99	53	28	6	4
14	26	01*zXiahKjmz	384	100	95	151	100	11	7
14	27	01*oIodatinhoIo	340	90	92	98	71	10	10
14	28	50*oHNoHeroSongCau	337	90	98	61	43	16	15
14	29	15*xxChauGiangxx	385	90	99	55	16	6	3
14	30	09*oVuaPKzRAMBOz	484	90	99	358	229	29	15
14	31	68*ZzTrumVDKzZ	349	90	93	99	74	6	5
14	32	12*oTraiNgheo	347	90	98	127	88	12	8
14	33	09*520zzBangLangTim	396	90	99	148	93	12	6
14	34	02*zIThichAnPho	357	90	97	57	29	7	5
14	35	13*llAquariusll	369	90	98	140	98	10	4
14	36	26*KieuNhu	372	90	98	142	103	22	19
14	37	14*zzZNuSatThuZzz	404	90	94	152	106	18	12
14	38	39*iSakuraiTomoki	387	90	97	114	75	16	11
14	39	23*JiVandamme	417	90	97	73	35	15	10
14	40	24*Vandamme	391	90	97	65	30	7	5
14	41	63*1KiemKinhThien	361	90	96	110	69	7	2
14	42	43*zZzHångLinhzZz	342	90	93	66	46	10	8
14	43	07*IzKi3mThi3nK30	386	90	98	129	95	13	7
14	44	13*§ÞnhMÖnh	325	90	91	55	36	6	3
14	45	22*SelfReliant	339	90	97	29	12	5	4
14	46	32*CongDanhVoDK	316	90	99	45	32	8	7
14	47	71*Th¾ng§¹iGia	324	90	99	45	28	7	5
14	48	26*0oVoHinhKiemo0	382	85	95	47	24	17	12
14	49	39*zZzKIKURUDU	354	85	97	114	89	11	8
14	50	50*chubedamdao	343	85	98	114	85	6	3
14	51	14*o0oPhongHoao0o	359	85	97	50	26	6	3
14	52	15*x3VNxS2TotNguyen	360	85	96	31	10	6	3
14	53	13*ODuKiemGay	338	85	96	71	51	6	3
14	54	16*o0oMrHieno0o	335	85	99	56	30	6	3
14	55	12*C«ngTöLiªnThµnh	330	85	96	81	63	6	6
14	56	01*PhuongBi	328	85	96	70	45	4	5
14	57	09*IzPrjnCsKenCiu	348	85	97	116	82	14	9
14	58	71*BachLongKiemPhap	344	85	94	88	73	6	4
14	59	02*o0VDKdalat0o	338	85	95	112	86	12	10
14	60	17*ZxL·ngT­trioxZ	327	85	97	47	28	5	5
14	61	19*oVDKoGiny	349	85	94	111	90	14	12
14	62	43*§anh§¸	363	85	96	78	49	9	5
14	63	03*o0oHuyetLongo0o	415	85	96	116	63	16	11
14	64	24*zS2zSadMyLove	390	85	95	136	80	6	3
14	65	07*ooCryingOverYou	332	80	95	60	32	5	4
14	66	01*emlavodangkiem19	378	80	96	65	29	8	1
14	67	68*¤ngGiµ§¼yXe	350	80	98	105	83	12	7
14	68	12*ThµnhKiller	326	80	94	71	52	9	6
14	69	43*RolaTakjzawa	411	80	98	115	52	11	1
14	70	03*oS2oZeusQT	453	80	98	158	92	16	5
14	71	39*BMTzZzSatTuLang	366	80	97	38	18	7	2
14	72	08*ozzHappySmile	397	80	96	176	101	7	2
14	73	15*KiemMaTroLai	323	80	99	147	120	12	13
14	74	26*xTLoKCx	380	80	99	95	64	11	5
14	75	02*S2Chi2VDK	318	80	99	78	60	5	4
14	76	02*oOoKhoaiLangoOo	344	75	99	84	63	22	17
14	77	08*zS2zSexyBoyxS2x	414	75	99	219	156	15	10
14	78	07*ZxxxLinhPh0ngzS	363	75	96	90	62	7	4
14	79	01*Jx2MrBin	324	75	97	68	51	13	11
14	80	63*ZzTamDeZz	321	75	95	157	135	31	25
14	81	15*xThuXuanVDKx	316	75	97	47	33	8	6
14	82	03*xConfidence	356	75	94	71	47	12	10
14	83	12*TongTheTuong	320	70	96	35	22	6	4
14	84	01*BungFeDepZai	320	70	95	36	22	5	4
14	85	32*ZzMrCuTezZ	331	70	99	76	59	18	9
14	86	90*SkyLaoXao	372	70	98	49	21	12	5
14	87	07*T×nhNh­L¸BayXa	353	70	98	48	26	9	7
14	88	02*itachi1989	315	65	99	68	50	11	8
14	89	08*ZzKairLeader	380	65	95	136	99	12	9
14	90	09*TrayMienTay	323	65	96	44	29	9	3
14	91	16*FC37QueChoaTanKy	370	65	95	72	50	22	14
14	92	07*Ex1stNgayKhongEm	342	60	99	193	156	31	28
14	93	39*BMTiMeoAnChoi	316	60	99	127	103	20	16
14	94	08*S2oKiepRongBuon	319	60	94	106	78	11	10
14	95	11*xNxHuyetTuKiem	319	55	95	60	32	5	4
14	96	14*520zBangLangTim	427	50	99	131	78	13	6
14	97	16*zS2zNongDanVoCam	359	0	99	58	30	8	1
14	98	02*iXoNBoXiToy6789	357	0	99	114	77	27	21
14	99	03*zS1CuBjn2014S2	373	0	99	59	19	8	1
14	100	09*iIiHuDaGold	325	0	95	22	5	6	3
14	101	16*ThuÇnThiªnKiÕm	330	0	96	46	29	10	4
14	102	23*zLuuKiem	371	0	96	19	2	17	2
14	103	13*o0oHunTerCityo0o	337	0	99	77	49	11	6
14	104	04*zAnGiangQueToiz	350	0	97	23	7	18	6
14	105	04*ZTuHacChanNhanZ	327	0	98	48	28	5	4
14	106	35*HoaV«HuyÕt	323	0	95	53	37	5	4
14	107	07*iS2oF3xVDKoxS2ii	330	0	99	95	85	30	28
14	108	43*S2LoveFrance2S	357	0	97	57	34	11	9
14	109	39*LuHanhCoDoc1	316	0	95	16	4	7	3
14	110	06*o0QoThiªnoQ0o	366	0	93	28	11	25	9
14	111	16*HolyWeek	330	0	96	41	22	9	5
14	112	89*NhocXjnh	324	0	93	15	3	15	3
14	113	16*iiiHeroVDK	338	0	92	50	35	5	4
14	114	08*zAKh¾cThiªnThiªn	329	0	90	59	44	21	18
14	115	07*zXz1StlaoDaizXz	370	0	99	50	18	6	3
14	116	89*zPlay0ff	333	0	98	97	69	5	5
14	117	08*xThienKiemVDKx	380	0	98	36	16	36	16
14	118	08*IxxVoTinhKiem	358	0	95	86	51	8	1
14	119	89*zkatarinaVDKz	325	0	96	70	49	6	7
14	120	63*LeeS2ParkBom	337	0	96	41	34	8	2
14	121	08*0oSongLongo0	333	0	99	62	45	14	10
14	122	06*oS2oVampire	354	0	99	38	20	20	14
14	123	08*0oLinhNham0o	356	0	99	26	10	26	10
14	124	07*kiemma0123456789	343	0	96	83	58	10	6
14	125	35*Aquarius	362	0	98	129	94	6	3
14	126	23*oDiTimBinhYen	331	0	95	38	23	20	10
14	127	22*xC«§¬n1V×Saox	322	0	99	22	9	6	3
14	128	02*1022012zTiger	323	0	99	26	13	20	12
14	129	68*oTinhXuaNghiaCu	357	0	93	78	49	6	3
14	130	19*oOomáthiÕcoOo	338	0	96	71	47	22	18
14	131	07*x0xChauGiang	335	0	95	54	28	5	4
14	132	19*ZzzGaiBanThan	358	0	97	99	60	26	22
14	133	17*iWhiteDrag0n	363	0	98	67	34	20	16
15	1	16*IikKaIsuoliI	365	190	92	232	184	14	7
15	2	08*TaRalies	363	190	97	122	96	17	15
15	3	68*TzzGaHapXa	348	185	96	49	28	7	2
15	4	17*ZzKyMaBenzZ	340	180	97	158	135	6	4
15	5	10*skill007	337	170	99	93	70	11	8
15	6	09*o0NgocHanBaBy0o	326	165	98	129	105	6	3
15	7	07*xxN¨ng	324	160	97	138	105	19	19
15	8	39*oFalCon	320	150	97	55	37	6	3
15	9	90*DeGioCuonDi	323	140	94	33	19	7	4
15	10	25*MsrMaica1	181	100	98	29	38	4	5
15	11	01*T«nNgéKh«ng	205	100	99	65	62	8	8
15	12	02*MirandaKerr0000	306	100	95	191	155	18	20
15	13	70*zZKatsuZz	288	100	95	136	103	3	6
15	14	63*ooTieuLich	301	100	97	129	105	4	5
15	15	22*zCäpC¸iz	268	100	97	48	38	3	6
15	16	68*o0NgocHanBaByo	219	100	96	38	36	5	5
15	17	89*ArvilLarvil	242	100	98	57	50	8	11
15	18	20*1stOcheaRyn	316	100	91	36	22	7	3
15	19	14*3iYoung	248	100	96	42	37	7	2
15	20	16*iiSnowFox	296	100	93	296	260	8	12
15	21	43*KeDaoTauMauLanh	306	100	98	154	129	16	12
15	22	32*zxVdb123xz	202	100	97	13	17	4	6
15	23	15*ZzshashazZ	167	90	96	11	28	2	7
15	24	17*ZzADeathzZ	209	90	99	59	56	5	4
15	25	07*ZxTranTuan80xZ	288	90	90	28	16	4	5
15	26	02*s2Eyess2	286	90	98	35	40	4	5
15	27	20*hiruta	267	90	99	62	55	4	6
15	28	08*zZ1NamPhong1Zz	282	90	98	59	50	18	20
15	29	50*MatDanhxARis	235	90	99	43	37	5	4
15	30	03*oHuyenThoaiVDB	255	90	91	57	52	15	16
15	31	01*vdbtrolaijx2	269	90	99	84	77	7	2
15	32	89*PkVoDangSiTinh	220	90	99	24	19	4	5
15	33	09*oOoAliTrinh	250	90	98	82	76	9	15
15	34	68*oS2oCloudy	236	90	97	48	44	6	3
15	35	04*Tõ²Tr­êng²Khanh	179	90	98	20	25	8	11
15	36	11*iNgocThienPhong	178	85	98	52	61	3	6
15	37	03*ooPucca	220	85	93	51	41	3	7
15	38	09*IzKenHamChoj	296	85	97	21	9	7	2
15	39	20*VicTjmOfGame	277	85	96	36	27	5	4
15	40	08*BótBiThiªnLong	264	85	97	37	28	5	4
15	41	16*CamButVeBay	255	85	94	57	55	32	31
15	42	02*QuËnChóa1108	302	85	94	34	23	6	3
15	43	39*ZzZButVoCamZzZ	197	85	99	24	23	10	16
15	44	63*LongLaTumLum	195	85	99	40	49	3	6
15	45	07*xTruyMenhButx	201	80	96	30	26	3	6
15	46	03*IzAngelline	266	80	97	40	33	5	4
15	47	08*zZzromanticzZz	254	80	98	38	35	10	10
15	48	11*TzEndLessLovEzK	353	80	98	72	48	17	13
15	49	20*L·ngTöNB	253	80	94	32	26	4	5
15	50	90*GÊuNhåiM×n	220	80	92	29	25	4	5
15	51	16*zOzXuKazOz	224	80	99	21	27	7	6
15	52	02*Jx2ChanhDa	235	75	95	88	81	5	5
15	53	24*zLzTrieuHoangNhi	339	75	98	96	79	6	3
15	54	16*oxCayButVoTinh	238	75	99	27	24	16	11
15	55	03*caytienlachinh3	244	75	97	18	13	5	4
15	56	20*zzBietTimDau	243	75	99	68	67	6	3
15	57	90*FoReVerAloneCZ	202	75	99	26	32	4	5
15	58	07*zGauPanDaz	196	75	94	15	18	6	7
15	59	09*XxRaiderxX	184	75	99	37	64	4	5
15	60	16*iiiFireFox	198	70	99	46	49	5	5
15	61	90*linhngoc113	198	70	97	14	17	5	4
15	62	03*zBlueAngelz	233	70	99	31	25	6	3
15	63	08*ZzHaDesDiaNgucZz	250	65	99	19	13	6	3
15	64	07*o0oPeKiuKyo0o	280	65	99	51	43	16	6
15	65	90*zFC36SuZuKi	333	65	97	69	45	5	4
15	66	07*oKemB«ng	136	60	97	23	47	0	8
15	67	90*KUnLOv3	331	60	93	25	12	25	12
15	68	08*TuyetTinhBut	233	55	99	37	34	18	18
15	69	26*TzzzGaHapXa	324	50	96	42	25	15	11
15	70	08*oZoHappySmile	241	50	99	51	45	12	11
15	71	91*aCaTaTaLo	248	0	94	57	48	21	22
15	72	12*zIzTamDaiCongTu	274	0	97	40	29	9	11
15	73	03*S2RedBull999	300	0	97	22	11	4	5
15	74	01*Truyhånph¸n	236	0	99	14	9	12	9
15	75	07*ThoCoNy	212	0	99	58	60	1	7
15	76	11*zZThanbuT	321	0	91	36	22	31	20
15	77	07*llDeGioCuonDill	272	0	98	123	99	22	24
15	78	08*TanKiemCuongLong	206	0	93	16	19	7	6
15	79	08*iiooBÐKháe	216	0	96	6	3	6	3
15	80	06*zVâ§angBuffz	210	0	99	5	6	5	6
15	81	22*DinhAnhDepTrai	243	0	99	94	85	6	4
15	82	08*VDBCuiVlVDB	239	0	92	26	19	2	7
15	83	12*IzGalaxyS3Iz	220	0	94	9	6	5	5
15	84	08*c7PhuongMyChi	241	0	98	114	105	3	6
15	85	01*S2QuyQuiQuai	275	0	93	53	34	11	4
15	86	16*iTeamDaoHoa	310	0	99	170	146	4	5
15	87	89*zB¸tNh·z	185	0	96	5	6	5	6
15	88	08*zzEXCITERzzHU	173	0	98	17	23	2	6
15	89	11*IzLCzDaQuayLai	262	0	99	17	9	6	3
15	90	39*1stPlayBoy	268	0	90	15	8	6	3
15	91	03*cuunguythienha1	251	0	97	58	46	2	7
15	92	09*§ÖNhÊtVÏBËy	216	0	96	19	18	19	18
15	93	91*AdamXXX	189	0	98	7	13	3	6
15	94	04*ThanCongBao	291	0	99	65	54	4	7
15	95	33*ChuonChuonNgo	181	0	84	10	12	8	11
15	96	63*StinglXl	290	0	94	49	43	5	5
15	97	89*§­êngThiªnMinh	202	0	97	15	13	15	13
15	98	39*BlackCat	209	0	96	37	39	4	5
15	99	89*BeNASA	189	0	99	4	5	4	5
15	100	10*MagicPen	202	0	99	6	6	6	6
15	101	03*BlackAmorNo2	232	0	93	61	49	5	4
15	102	02*oTuyÖtBóto	160	0	96	6	13	6	13
15	103	90*ZoS2TaThan	278	0	96	52	40	6	7
15	104	22*MuaDongKhongEm	268	0	95	26	18	5	4
15	105	08*MicoroSoftWord	245	0	94	83	75	26	26
15	106	02*ChÞLµHotBoy	164	0	93	23	28	9	12
15	107	71*OnlyYourEyes	240	0	99	14	12	13	12
17	1	09*YangGeneral	457	200	96	228	140	13	4
17	2	15*B52HenryNo1	439	180	98	145	69	20	11
17	3	22*1stHoangKenry	425	180	99	58	37	58	37
17	4	07*zZNoiKhiepSo	426	175	97	143	104	26	16
17	5	08*2XiLamXung2Xi	407	175	99	196	125	20	14
17	6	15*Jx2AnhBanBunRieu	391	170	95	151	79	15	11
17	7	11*zMonsterBeoIIRz	389	165	98	78	50	18	10
17	8	89*PkDuongMonSiTinh	373	155	97	45	16	6	3
17	9	08*is2iDGThienVuong	385	150	98	182	133	22	12
17	10	50*Jx2HToChym32Cm	372	150	98	92	56	11	6
17	11	91*Th¶oXinh	345	100	96	40	21	7	5
17	12	68*MoreThanICanSay	352	100	94	85	65	10	9
17	13	24*3xDonThuongDocMa	366	100	99	146	103	21	18
17	14	11*IzDuongBaThuong	250	100	97	60	52	6	3
17	15	20*0zFAoKotex	274	100	95	92	66	4	10
17	16	01*bnSexyLady	288	100	91	70	55	14	14
17	17	33*zBonBonz	325	100	94	63	46	8	7
17	18	23*nh0ckb0o	315	100	94	47	29	6	7
17	19	63*HiTaChiio0O	235	100	99	20	19	9	6
17	20	39*HDzzzMotThoiDGT	227	100	99	41	37	5	4
17	21	12*oDuongTuongQuan	363	100	95	60	31	6	3
17	22	26*zxMrKhaxz	263	100	99	55	55	4	5
17	23	13*DGiMocQueAnh	325	100	98	97	62	8	5
17	24	35*zzS2zzNoBiTa	253	100	99	80	69	12	11
17	25	43*VuDi3uOmBom	285	100	98	23	15	5	6
17	26	90*ThanTuong	302	100	96	27	14	5	4
17	27	06*MrDucHoa	313	100	97	177	149	22	20
17	28	02*VuaChuot	316	100	98	87	54	10	9
17	29	39*lôcthiÕuhiÖp	264	90	99	46	36	21	13
17	30	26*ozKingHeRoWinzo	285	90	96	15	6	8	2
17	31	12*dulonghiepthieu	296	90	96	17	5	7	2
17	32	13*oooLaRung	266	90	94	50	41	9	4
17	33	02*0oTrieuVan0o	307	90	96	21	11	5	4
17	34	06*MuènG×N÷a§©y	338	90	95	28	14	13	11
17	35	17*oHanhHiepGHo	248	90	98	59	54	6	3
17	36	16*FanVipNinhGianG	244	90	97	46	42	9	3
17	37	35*LeonardoDiCaprio	234	90	96	28	27	8	4
17	38	22*nvluan2701	275	90	99	52	42	7	7
17	39	23*zLangTuYenThanh	304	90	99	60	55	5	4
17	40	50*HToThuongCuiz0z	320	90	97	69	52	11	10
17	41	68*OOODuongThatLan	257	90	97	19	15	5	6
17	42	09*oS2oDemonStar	285	90	96	25	16	13	9
17	43	33*iNgocOanhTeamDGT	251	90	95	31	27	6	9
17	44	43*0x0DoiLaThe0x0	255	90	97	56	51	11	14
17	45	71*BachLongDaiHiep	271	85	98	106	93	6	3
17	46	15*1stNguyÔnNhËt	271	85	99	25	17	11	8
17	47	03*DGiLamXungD	431	85	95	103	39	20	4
17	48	91*IzSãiN©u	260	85	99	18	11	5	4
17	49	68*langtuanhhung87	252	85	99	51	52	6	4
17	50	23*sumcuraychua	242	85	99	39	33	4	5
17	51	08*TruyMenhThuongz	313	85	96	73	47	8	11
17	52	12*BeChicKen	283	85	98	23	15	8	1
17	53	24*bachthienlong	330	85	97	35	19	11	10
17	54	03*KNoAthena	356	85	99	58	30	10	5
17	55	11*oS2oLongingLove	222	80	97	29	26	7	7
17	56	68*anhhungdung	236	80	99	29	23	8	5
17	57	07*HoangVe	305	80	93	49	43	6	8
17	58	71*SzTiNaBichVanzS	242	80	97	70	65	6	3
17	59	20*onghoangxanh	236	80	98	49	40	6	3
17	60	06*satnhanlaanh	240	80	94	41	35	5	4
17	61	03*DGiKiBinhThep	262	80	96	55	45	5	7
17	62	24*HHo0KoTaRo0o	237	80	99	21	20	1	8
17	63	08*BanHanhAllSv	323	80	98	47	37	8	7
17	64	22*zzCuKemMjtzz	236	80	99	41	56	5	4
17	65	08*FMLzRampage	228	80	98	51	48	3	6
17	66	50*MyLoVe4Ever	281	80	98	39	29	6	5
17	67	90*zTzHËnT×nh	225	80	99	16	14	2	7
17	68	24*iSGiNh0xN4m	302	75	98	79	67	8	9
17	69	50*is2ooDGT	250	75	98	14	8	5	5
17	70	90*ChÊnHoµn	268	75	99	31	23	6	5
17	71	43*NozomiSasaki	294	75	99	17	6	7	2
17	72	03*xzQuaKhuDGTjx2	273	75	99	152	143	37	34
17	73	07*hongthienlong154	349	75	99	60	45	8	1
17	74	03*zzSselemit	230	70	99	48	48	6	5
17	75	07*lonlaphudu	273	70	99	83	76	9	12
17	76	08*LuckysupperMan	308	70	97	36	24	4	5
17	77	07*daicamatran	293	65	99	35	28	5	4
17	78	24*zZMissRanBoZz	269	65	96	20	12	15	7
17	79	08*izCarloAncelotti	409	65	98	109	47	8	1
17	80	03*nguoinhen0109	224	60	98	14	15	5	4
17	81	07*xxTiÓuLongN÷xx	291	60	99	21	11	5	4
17	82	03*zHoangKenryz	409	60	99	39	18	39	18
17	83	07*DGiHoaTrinhNu	390	55	97	84	49	8	3
17	84	08*DGTzhaitrang	274	55	97	38	37	5	5
17	85	03*EmDuongMonCung	257	55	99	22	48	7	2
17	86	71*iiBviTrauCon	387	50	99	105	71	14	11
17	87	08*zZConRuaSiDaZz	241	50	92	56	47	5	4
17	88	20*Jx2BichNgoc	241	0	92	22	17	14	15
17	89	11*TuongDuongGia	247	0	92	41	36	5	4
17	90	06*ChuTieuWetLaDa	256	0	97	47	47	5	4
17	91	07*zFBCzTieuAnhHung	255	0	98	41	32	9	11
17	92	08*zzdepzaizz1	228	0	99	12	11	7	6
17	93	07*ZzBoBaoFaiNghezZ	254	0	97	12	7	12	7
17	94	32*zIMuaSaoBang	275	0	97	71	64	4	5
17	95	50*DGTooo§ÕThiªn	284	0	96	28	22	18	14
17	96	04*o0oCuuLongThuong	232	0	97	54	48	4	5
17	97	17*TsChienBinhZexSi	228	0	98	10	5	7	4
17	98	90*ChiVayThoi	266	0	95	15	9	12	8
17	99	09*NGUYENQUANGDUY	347	0	99	28	12	10	4
17	100	06*zzAnhHanh113zz	262	0	98	13	6	7	4
17	101	08*DGiYenThanhDGT	242	0	98	33	30	5	7
17	102	07*zLSzKeHuyDiet	359	0	99	31	11	11	5
17	103	08*MrHoaiBaoDGT	290	0	99	85	71	7	5
17	104	20*EmZajV0tjnh	234	0	96	14	10	4	5
17	105	07*oDGToMaTh­¬ngNo1	246	0	91	58	50	7	5
17	106	20*oKillerLeader95	270	0	99	17	8	7	5
17	107	08*chienbinhbattus	290	0	97	56	45	6	5
17	108	16*ZxMiCoNgaZx	254	0	99	64	53	7	8
17	109	08*IoHNooRain	227	0	91	19	15	7	5
