20200104-131738	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20200104-132355	ItemAdd	703742479	thuong	EopiThuong	799		1	350	1397	2850			0		0	0	0	0	Tµng Ki’m anh hÔng t	2	0	31	1	-1964612513	2020-01-04 13:23:55	1073676288	1073676288	1073676288	0	-1	-1	-1
20200104-132359	ItemConsume	ExpendIdx	thuong	EopiThuong	799		1	350	1397	2850			0		0	0	0	0	Tµng Ki’m anh hÔng t	2	0	31	1	-233749865	2020-01-04 13:23:33	1073676288	1073676288	1073676288	0	2	2	1
20200104-132359	ItemConsume	ExpendIdx	thuong	EopiThuong	799		1	350	1397	2850			0		0	0	0	0	Tµng Ki’m anh hÔng t	2	0	31	1	-1964612513	2020-01-04 13:23:55	1073676288	1073676288	1073676288	0	2	2	2
20200104-132433	MoneyPay	PrePay	thuong	EopiThuong	799		1500	350	1326	2894			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200104-132448	ItemAdd	IBShop	thuong2	Demo123	799		1	350	1391	2816			0		0	0	0	0	Kim K˙ L©n	0	105	30001	800	445109313	2020-01-04 13:24:48	26422612	0	0	0	2	4	1
20200104-132627	large_str	Pay[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|Get_Money]			0		2936920919	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200104-132627	MoneyEarn	2936920919	thuong2	Demo123	799		40000000	100	1380	2861			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200104-132649	large_str	Pay[/script/Ã´–Èª√æ≥/ø’ø’∫Õ…–.lua|EnterTx]			0		4233712569	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200104-132649	MoneyPay	4233712569	thuong	EopiThuong	799		290000	100	1378	2861			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20200104-132649	MoneyPay	4233712569	thuong2	Demo123	799		290000	100	1380	2861			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
