20141107-000147	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20141107-000810	large_str	AddItem[/script/global/playerloginin.lua|main]			0		2471460818	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20141107-000810	ItemAdd	2471460818	1	o0oYUKIo0o	1		1	100	1445	2802			0		0	0	0	0	S­ §å ThiÕp	2	1	587	1	784553110	2014-11-07 00:08:10	1073676288	1073676288	1073676288	0	-1	-1	-1
20141107-000810	ItemAdd	2471460818	1	o0oYUKIo0o	1		1	100	1445	2802			0		0	0	0	0	CÈm Nang §¹i Sù KiÖn	2	1	30045	1	-1127854129	2014-11-07 00:08:10	1073676288	1073676288	1073676288	0	-1	-1	-1
20141107-000810	ItemAdd	2471460818	1	o0oYUKIo0o	1		1	100	1445	2802			0		0	0	0	0	NguyÖt L­îng Thè luy	2	0	1043	1	-1655224248	2014-11-07 00:08:10	1073676288	1073676288	1073676288	0	-1	-1	-1
20141107-000810	ItemAdd	2471460818	1	o0oYUKIo0o	1		1	100	1445	2802			0		0	0	0	0	TiÕu ng¹o giang hå l	2	1	30240	1	989091890	2014-11-07 00:08:10	1073676288	1073676288	1073676288	0	-1	-1	-1
20141107-000810	large_str	AddItem[/script/misc/observer/observer.lua|NoFunc]			0		207423358	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20141107-000810	ItemAdd	207423358	1	o0oYUKIo0o	1		1	100	1445	2802			0		0	0	0	0	GM Item	2	1	30644	1	570632940	2014-11-07 00:08:10	1073676288	1073676288	1073676288	0	-1	-1	-1
20141107-000812	large_str	AddItem[/script/global/playerloginin.lua|_never_show_login_message]			0		1866858960	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20141107-000812	ItemAdd	1866858960	1	o0oYUKIo0o	1		1	100	1445	2802			0		0	0	0	0	Tñ ¸o Thiªn BiÕn TiÕ	2	1	30494	1	975412834	2014-11-07 00:08:12	1073676288	1073676288	1073676288	0	-1	-1	-1
20141107-000830	large_str	AddItem[/script/½­ÄÏÇø/ÈªÖÝ/npc/Ò°ÛÅ.lua|main]			0		653336417	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20141107-000830	ItemAdd	653336417	1	o0oYUKIo0o	1		1	100	1445	2802			0		0	0	0	0	Giang hå chØ nam	2	0	505	1	1617012380	2014-11-07 00:08:30	1073676288	1073676288	1073676288	0	-1	-1	-1
20141107-000841	large_str	AddItem[/script/½­ÄÏÇø/ÈªÖÝ/npc/Ò°ÛÅ.lua|task_000_00]			0		900295453	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20141107-000841	ItemAdd	900295453	1	o0oYUKIo0o	1		1	100	1445	2802			0		0	0	0	0	Giang hå chØ nam	2	0	505	1	761973965	2014-11-07 00:08:41	1073676288	1073676288	1073676288	0	-1	-1	-1
20141107-000849	ItemAdd	900295453	1	o0oYUKIo0o	1		1	100	1445	2802			0		0	0	0	0	Giang hå chØ nam	2	0	505	1	-591775598	2014-11-07 00:08:49	1073676288	1073676288	1073676288	0	-1	-1	-1
20141107-001001	large_str	AddItem[/script/½­ÄÏÇø/ÈªÖÝ/npc/ÎäÆ÷µêÀÏ°å.lua|task_001_02]			0		768552113	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
