20200103-141130	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20200103-141458	ItemAdd	2658419126	thuong	DemoDemo	799		1	300	1636	3561			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3190	100	-738196832	2020-01-03 14:14:58	42286140	55250792	55190276	0	-1	-1	-1
20200103-141458	ItemAdd	2658419126	thuong	DemoDemo	799		1	300	1636	3561			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3191	100	478425121	2020-01-03 14:14:58	42481773	55249042	55190609	0	-1	-1	-1
20200103-141458	ItemAdd	2658419126	thuong	DemoDemo	799		1	300	1636	3561			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3192	100	-855883402	2020-01-03 14:14:58	42614446	55249482	55191216	0	-1	-1	-1
20200103-141458	ItemAdd	2658419126	thuong	DemoDemo	799		1	300	1636	3561			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3193	100	559793711	2020-01-03 14:14:58	42549231	55249598	55190118	0	-1	-1	-1
20200103-141458	ItemAdd	2658419126	thuong	DemoDemo	799		1	300	1636	3561			0		0	0	0	0	DiÖu D­¬ng Thiªn Cun	0	102	3194	100	1201275164	2020-01-03 14:14:58	42417270	55249986	55191094	0	-1	-1	-1
20200103-141458	ItemAdd	2658419126	thuong	DemoDemo	799		1	300	1636	3561			0		0	0	0	0	DiÖu D­¬ng-§é KiÕp T	0	100	3130	250	-464873139	2020-01-03 14:14:58	852109473	55908419	42613357	15	-1	-1	-1
20200103-141458	ItemAdd	2658419126	thuong	DemoDemo	799		1	300	1636	3561			0		0	0	0	0	DiÖu D­¬ng-§é KiÕp T	0	101	3130	200	1099292434	2020-01-03 14:14:58	852176344	852629628	42418001	15	-1	-1	-1
20200103-141458	ItemAdd	2658419126	thuong	DemoDemo	799		1	300	1636	3561			0		0	0	0	0	DiÖu D­¬ng-§é KiÕp T	0	103	3130	200	1950692603	2020-01-03 14:14:58	18098102	852496120	42482500	15	-1	-1	-1
20200103-141458	ItemAdd	2658419126	thuong	DemoDemo	799		1	300	1636	3561			0		0	0	0	0	DiÖu D­¬ng-§é KiÕp T	0	0	8993	300	-2066256680	2020-01-03 14:14:58	55321218	42613986	55450200	15	-1	-1	-1
20200103-141516	large_str	AddItem[/settings/static_script/cheat/gm_item_tifuzhiyin.lua|Get_NL_MT]			0		3075675400	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
