20190603-134547	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20190603-134650	large_str	AddItem[/script/global/playerloginin.lua|main]			0		2471460818	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20190603-134650	ItemAdd	2471460818	test000	jx2vltk	690		1	300	1646	3551			0		0	0	0	0	Bøc th­ thÇn bÝ	2	0	30052	1	-1269389525	2019-06-03 13:46:50	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-134722	large_str	AddItem[\settings\static_script\cheat\gm_item_tifuzhiyin.lua|Process_Equip_LingTu]			0		4234409161	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20190603-134722	ItemAdd	4234409161	test000	jx2vltk	690		1	300	1646	3551			0		0	0	0	0	Linh §å Giíi (tr¸i)	0	102	30221	100	-38061192	2019-06-03 13:47:22	0	0	0	0	-1	-1	-1
20190603-134722	ItemAdd	4234409161	test000	jx2vltk	690		1	300	1646	3551			0		0	0	0	0	Linh §å Giíi (ph¶i)	0	102	30222	100	352547214	2019-06-03 13:47:22	0	0	0	0	-1	-1	-1
20190603-134722	ItemAdd	4234409161	test000	jx2vltk	690		1	300	1646	3551			0		0	0	0	0	Linh §å Thñ	0	0	30209	300	-1211511768	2019-06-03 13:47:22	0	0	0	10	-1	-1	-1
20190603-134722	ItemAdd	4234409161	test000	jx2vltk	690		1	300	1646	3551			0		0	0	0	0	Linh §å Trang (th­¬n	0	101	30235	100	1748147077	2019-06-03 13:47:22	0	0	0	10	-1	-1	-1
20190603-134722	ItemAdd	4234409161	test000	jx2vltk	690		1	300	1646	3551			0		0	0	0	0	Linh §å Trang (ngo¹i	0	101	30239	100	-384741462	2019-06-03 13:47:22	0	0	0	10	-1	-1	-1
20190603-134722	ItemAdd	4234409161	test000	jx2vltk	690		1	300	1646	3551			0		0	0	0	0	Linh §å Trang (néi)	0	101	30243	100	992626352	2019-06-03 13:47:22	0	0	0	10	-1	-1	-1
20190603-134722	ItemAdd	4234409161	test000	jx2vltk	690		1	300	1646	3551			0		0	0	0	0	Linh §å Y	0	100	30235	100	-772923023	2019-06-03 13:47:22	0	0	0	10	-1	-1	-1
20190603-134722	ItemAdd	4234409161	test000	jx2vltk	690		1	300	1646	3551			0		0	0	0	0	Linh §å M·o	0	103	30235	100	751364963	2019-06-03 13:47:22	0	0	0	10	-1	-1	-1
20190603-135310	ItemAdd	IBShop	test000	jx2vltk	690		1	300	1654	3555			0		0	0	0	0	Cµn Kh«n phï	2	0	555	1	1724142743	2019-06-03 13:53:10	0	0	0	0	2	2	3
20190603-135811	ItemAdd	2471460818	test009	jx2kggjj	1		1	300	1637	3551			0		0	0	0	0	S­ §å ThiÕp	2	1	587	1	9377423	2019-06-03 13:58:11	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-135811	ItemAdd	2471460818	test009	jx2kggjj	1		1	300	1637	3551			0		0	0	0	0	CÈm Nang §¹i Sù KiÖn	2	1	30045	1	2106738027	2019-06-03 13:58:11	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-135811	ItemAdd	2471460818	test009	jx2kggjj	1		1	300	1637	3551			0		0	0	0	0	NguyÖt L­îng Thè luy	2	0	1043	1	1383418376	2019-06-03 13:58:11	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-135811	ItemAdd	2471460818	test009	jx2kggjj	1		1	300	1637	3551			0		0	0	0	0	TiÕu ng¹o giang hå l	2	1	30240	1	-689626711	2019-06-03 13:58:11	1073676288	1073676288	1073676288	0	-1	-1	-1
