20190603-140031	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20190603-140108	large_str	AddItem[/script/global/playerloginin.lua|main]			0		2471460818	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20190603-140108	ItemAdd	2471460818	test004	342342	1		1	200	1185	2828			0		0	0	0	0	S­ §å ThiÕp	2	1	587	1	1530311441	2019-06-03 14:01:08	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-140108	ItemAdd	2471460818	test004	342342	1		1	200	1185	2828			0		0	0	0	0	CÈm Nang §¹i Sù KiÖn	2	1	30045	1	-285809882	2019-06-03 14:01:08	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-140108	ItemAdd	2471460818	test004	342342	1		1	200	1185	2828			0		0	0	0	0	NguyÖt L­îng Thè luy	2	0	1043	1	-374927028	2019-06-03 14:01:08	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-140108	ItemAdd	2471460818	test004	342342	1		1	200	1185	2828			0		0	0	0	0	TiÕu ng¹o giang hå l	2	1	30240	1	-1258618563	2019-06-03 14:01:08	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-140108	large_str	AddItem[/script/misc/observer/observer.lua|NoFunc]			0		207423358	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20190603-140108	ItemAdd	207423358	test004	342342	1		1	200	1185	2828			0		0	0	0	0	GM Item	2	1	30644	1	773204331	2019-06-03 14:01:08	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-140109	ItemAdd	2471460818	test009	jx2kggjj	1		1	300	1637	3551			0		0	0	0	0	S­ §å ThiÕp	2	1	587	1	-1050960416	2019-06-03 14:01:09	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-140109	ItemAdd	2471460818	test009	jx2kggjj	1		1	300	1637	3551			0		0	0	0	0	CÈm Nang §¹i Sù KiÖn	2	1	30045	1	-2140451668	2019-06-03 14:01:09	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-140109	ItemAdd	2471460818	test009	jx2kggjj	1		1	300	1637	3551			0		0	0	0	0	NguyÖt L­îng Thè luy	2	0	1043	1	150685725	2019-06-03 14:01:09	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-140109	ItemAdd	2471460818	test009	jx2kggjj	1		1	300	1637	3551			0		0	0	0	0	TiÕu ng¹o giang hå l	2	1	30240	1	1191453840	2019-06-03 14:01:09	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-140109	ItemAdd	207423358	test009	jx2kggjj	1		1	300	1637	3551			0		0	0	0	0	GM Item	2	1	30644	1	-1523453555	2019-06-03 14:01:09	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-140113	large_str	AddItem[/script/global/playerloginin.lua|_never_show_login_message]			0		1866858960	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20190603-140113	ItemAdd	1866858960	test009	jx2kggjj	1		1	300	1637	3551			0		0	0	0	0	Tñ ¸o Thiªn BiÕn TiÕ	2	1	30494	1	433543180	2019-06-03 14:01:13	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-140118	ItemAdd	AddItem[NoScript|NoFunc]	test009	jx2kggjj	1		1	300	1637	3551			0		0	0	0	0	B¸nh Ng«	1	1	1	1	1595883798	2019-06-03 14:01:18	1073676288	1073676288	1073676288	0	-1	-1	-1
20190603-140137	ItemAdd	AddItem[NoScript|NoFunc]	test009	jx2kggjj	1		1	300	1637	3551			0		0	0	0	0	B¸nh Ng«	1	1	1	1	977063408	2019-06-03 14:01:37	1073676288	1073676288	1073676288	0	-1	-1	-1
